"shop_id","type","title","avg_basket","total_ordered","num_orders","Latitude","Longitude","first_order_date"
2,Informel,SANWI,4617.0,83100.0,18,"5.341259",-4.003062,"2024-06-03"
3,Semi-Formel,Délices,6700.0,13400.0,2,"5.3410293",-4.0029509,"2024-06-08"
4,Semi-Formel,La Vie Zoé,8017.0,184401.0,23,"5.3405001",-4.0031504,"2024-06-28"
8,Semi-Formel,Univers des Saveurs,7479.0,149575.0,20,"5.3363788",-3.9998361,"2024-06-07"
9,Informel,Chez Clavery,8733.0,26200.0,3,"5.3405692",-4.0016986,"2024-09-19"
10,Semi-Formel,Renaissance,13845.0,276900.0,20,"5.3408894",-4.0031839,"2024-05-20"
11,Semi-Formel,Astou,19836.0,436400.0,22,"5.3398467",-4.0006544,"2024-05-20"
12,Semi-Formel,Agap,10869.0,369540.0,34,"5.339585",-4.0009216,"2024-05-20"
13,Formel,Four de Cocody,4967.0,14900.0,3,"5.3393151",-3.998751,"2024-07-24"
14,Semi-Formel,No Name Cafe,17959.0,628575.0,35,"5.3468497",-3.997260,"2024-05-27"
16,Semi-Formel,Safal,11806.0,590275.0,50,"5.336328",-3.9987705,"2024-05-22"
17,Semi-Formel,Parasolier,15233.0,715950.0,47,"5.3338932",-4.0005285,"2024-05-31"
18,Semi-Formel,Chez Mme Kambiré,9000.0,9000.0,1,"5.3367905",-4.0007884,"2024-09-13"
19,Semi-Formel,Aïda,9567.0,267870.0,28,"5.3344466",-3.9987736,"2024-05-21"
20,Informel,Dibiterie,19919.0,79675.0,4,"5.3214943",-4.0027192,"2024-06-13"
21,Informel,Maman Jo,11370.0,466180.0,41,"5.3222376",-4.0027924,"2024-05-24"
22,Informel,Authentic,6412.0,173120.0,27,"5.3221105",-4.0025124,"2024-05-31"
23,Informel,Sticker,8491.0,76420.0,9,"5.3217207",-4.0027514,"2024-05-25"
26,Informel,Ferme Monatin ,15472.0,742680.0,48,"5.321834",-4.0026823,"2024-05-20"
27,Informel,Chez Marcelle,10690.0,555875.0,52,"5.3223548",-4.0028083,"2024-05-21"
28,Semi-Formel,Mondimoi Group,13750.0,82500.0,6,"5.3337004",-4.0026747,"2024-06-07"
29,Semi-Formel, Port Royal,14038.0,280750.0,20,"5.3337004",-4.0026747,"2024-05-23"
30,Semi-Formel,Chez Diallo,6210.0,304275.0,49,"5.3390719",-4.0051864,"2024-06-06"
31,Informel,Ouaga 2000,4250.0,4250.0,1,"5.3217221",-4.0026939,"2024-05-29"
32,Informel,Chez Emi,9750.0,19500.0,2,"5.3220772",-4.0025922,"2024-06-25"
33,Informel,Tata Nina,2063.0,66025.0,32,"5.3216327",-4.0028087,"2024-05-20"
35,Informel,Délices de Martine,15250.0,61000.0,4,"5.3377165",-3.9960398,"2024-08-29"
37,Informel,Chez Eliza,3608.0,21650.0,6,"5.3411345",-4.0046648,"2024-08-15"
38,Semi-Formel,Christ P,19096.0,1317650.0,69,"5.3218048",-4.0026892,"2024-05-22"
41,Semi-Formel,Pacific Asia,14600.0,43800.0,3,"5.3450847",-3.998276,"2024-05-22"
42,Semi-Formel,Fabio,6898.0,413850.0,60,"5.3411345",-4.0046648,"2024-05-21"
43,Informel,Divers,7820.0,5723946.0,732,"5.3329082",-4.010577,"2024-05-20"
46,Semi-Formel,Kelkepart,15894.0,254297.5,16,"5.3410513",-4.0030831,"2024-05-24"
49,Informel,Chez Melissa,7339.0,278895.0,38,"5.3222845",-4.0027891,"2024-05-23"
51,Informel,Chez Marie jeanne ,10049.0,190925.0,19,"5.3218655",-4.0026592,"2024-05-23"
52,Semi-Formel,Ô Resto,6850.0,41100.0,6,"5.3341783",-3.9992199,"2024-06-21"
53,Semi-Formel,Le Singulier,22652.0,543650.0,24,"5.339756",-4.0047812,"2024-06-06"
54,Informel,Mémé Victoire,13300.0,53200.0,4,"5.3414805",-4.0038109,"2024-06-08"
55,Informel,Alasco Blockhauss,7714.0,324000.0,42,"5.3227515",-4.0040524,"2024-05-21"
56,Informel,Silver Food,7361.0,139850.0,19,"5.321857",-4.0025918,"2024-05-20"
60,Informel,Ferme Lagunaire,19243.0,1828045.0,95,"5.3212767",-4.002855,"2024-05-20"
61,Semi-Formel,Chez Zeinab,10494.0,367298.0,35,"5.337162",-4.0018337,"2024-05-30"
63,Semi-Formel,Speedy Burger,13794.0,455200.0,33,"5.3399526",-4.0025204,"2024-07-25"
69,Formel,Mum's,7421.0,215210.0,29,"5.327668",-4.0011865,"2024-05-21"
70,Semi-Formel,Saveurs d'Ici,7947.0,397350.0,50,"5.322079",-4.0028095,"2024-05-21"
71,Informel,Bruno,18047.0,613610.0,34,"5.3216516",-4.002774,"2024-05-21"
74,Informel,Pyken,11918.0,297940.0,25,"5.3387788",-3.9953413,"2024-05-21"
75,Informel,Chez Mme Vanié,37737.0,1320810.0,35,"5.3382931",-3.9959178,"2024-05-22"
78,Semi-Formel,Under The Tree,113450.0,1928652.0,17,"5.3395761",-3.9772684,"2024-05-23"
80,Semi-Formel,Espace Poya,6700.0,26800.0,4,"5.3474446",-3.9973765,"2024-06-04"
81,Semi-Formel,Amitié,5682.0,198887.5,35,"5.3215842",-4.002696,"2024-05-20"
82,Semi-Formel,La Marine,15467.0,139200.0,9,"5.3219165",-4.0045535,"2024-05-23"
85,Semi-Formel,Les Gazas,5212.0,72975.0,14,"5.3219115",-4.0016238,"2024-05-20"
87,Formel,Beverly Hills,22431.0,179450.0,8,"5.3510265",-3.9546518,"2024-06-04"
90,Formel,Coffee Shop Factory,23200.0,23200.0,1,"5.3391559",-3.9983713,"2024-07-12"
91,Semi-Formel,Chez Hassan,49527.0,2129650.0,43,"5.3394744",-3.9775059,"2024-07-17"
92,Semi-Formel,Bon Pasteur,21500.0,43000.0,2,"5.3511657",-3.9551019,"2024-05-25"
93,Semi-Formel,Choukouya Ivoire,16000.0,80000.0,5,"5.3511754",-3.9548495,"2024-09-03"
94,Semi-Formel,Abass RTI,11868.0,225500.0,19,"5.3417913",-4.0027332,"2024-05-22"
95,Formel,Africafé,31306.0,5228126.0,167,"5.3385145",-4.0004529,"2024-05-20"
96,Formel,Chap Chap,22710.0,272515.0,12,"5.3497729",-3.9543866,"2024-06-01"
97,Informel,Kaboré,11147.0,356700.0,32,"5.3234528",-4.0019012,"2024-05-20"
98,Informel,Espace 2,4450.0,4450.0,1,"5.3514272",-3.977713,"2024-08-20"
104,Informel,Chez Maman Ely,46300.0,46300.0,1,"5.3519121",-3.976888,"2024-09-23"
105,Informel,Chez Vero,9750.0,9750.0,1,"5.32642",-4.00144,"2024-09-20"
109,Informel,Chez Maazou,8191.0,237550.0,29,"5.3223156",-4.0027156,"2024-05-21"
110,Informel,Maman Patience,12254.0,502412.5,41,"5.3515338",-3.9775299,"2024-05-20"
112,Informel,Chez Ibrahim,10125.0,20250.0,2,"5.338463",-4.0041321,"2024-05-22"
113,Semi-Formel,Food Court,40000.0,40000.0,1,"5.3923102",-3.9773281,"2024-07-20"
114,Semi-Formel,La Base,63500.0,190500.0,3,null,null,"2024-08-13"
117,Semi-Formel,Jardin du Marché,11870.0,273000.0,23,null,null,"2024-06-20"
118,Informel,Chez Fatou,53960.0,53960.0,1,null,null,"2024-10-05"
119,Semi-Formel,Bouchée Royale,20100.0,20100.0,1,"5.386675593146188",-3.9484517549352103,"2024-08-26"
121,Informel,Chez Mme Fall,15297.0,887250.0,58,"5.3522727",-3.9770321,"2024-05-21"
122,Informel,Chez Souley Riviéra 2,12250.0,245000.0,20,"5.3480448",-3.9755552,"2024-05-21"
123,Informel,Porc Africain,12117.0,424100.0,35,"5.3474142",-3.9763961,"2024-05-23"
125,Formel,Quick Burger,10056.0,512852.0,51,"5.3285276",-3.9477402,"2024-05-21"
127,Informel,Mme Koussi,26129.0,940660.0,36,"5.3445272",-3.9479082,"2024-05-21"
128,Informel,Chez Cécile,8200.0,24600.0,3,null,null,"2024-06-28"
130,Informel,Salon de The d'Anono,15810.0,474300.0,30,"5.3461212",-3.9737769,"2024-05-20"
131,Informel,Dizlo,13327.0,639700.0,48,null,null,"2024-05-20"
133,Informel,Chez Mme Besse,7491.0,104875.0,14,null,null,"2024-05-20"
135,Informel,Chez Solange,9421.0,65950.0,7,null,null,"2024-05-23"
168,Informel,Chez Larissa,2900.0,2900.0,1,null,null,"2024-07-20"
169,Informel,Chez Luciano,9296.0,213800.0,23,"5.3220593",-4.0028135,"2024-05-25"
170,Informel,Chez Daniel,13875.0,111000.0,8,null,null,"2024-05-21"
173,Informel,Chez Maman Anne,16023.0,352500.0,22,"5.3522681",-3.9768989,"2024-05-28"
176,Informel,Chez Emmanuelle,12546.0,150550.0,12,null,null,"2024-07-24"
177,Informel,Chez Mme Kouassi,11611.0,209000.0,18,"5.343308",-4.000869,"2024-05-22"
178,Informel,Carmelle,16217.0,373000.0,23,"5.3522634",-3.9768243,"2024-05-24"
179,Informel,Maman Awa,2730.0,81900.0,30,"5.3518775",-3.9722925,"2024-07-01"
182,Informel,Chez Chantal,7000.0,28000.0,4,null,null,"2024-09-10"
184,Informel,Chez Maadou,9250.0,9250.0,1,null,null,"2024-05-22"
186,Formel,Dycoco,6358.0,57220.0,9,"5.348776",-3.996812,"2024-05-28"
188,Informel,Chez Aramatou,2524.0,73200.0,29,null,null,"2024-08-26"
189,Semi-Formel,Espace Bleu,8663.0,129950.0,15,"5.351485",-3.9776305,"2024-05-22"
191,Semi-Formel,Chez Cathérine,5176.0,108700.0,21,null,null,"2024-05-20"
201,Informel,Kiosque de Rebecca,3250.0,3250.0,1,"5.329714",-3.955535,"2024-05-22"
202,Formel,Razanou,19603.0,1235012.0,63,"5.3286134",-3.9475289,"2024-05-22"
203,Informel,Yvonne,1000.0,1000.0,1,"5.3297554",-3.9552484,"2024-05-22"
210,Formel,Tarbouche,56335.0,732350.0,13,"5.3597706",-3.9890748,"2024-05-28"
211,Formel,Maison Du Vin,19984.0,339720.0,17,"5.3327002",-3.9570619,"2024-05-24"
213,Formel,Fyma Delices,27287.0,463885.0,17,"5.3562227",-3.99712819,"2024-05-21"
214,Informel,Maman Bely,11711.0,105400.0,9,null,null,"2024-06-12"
215,Formel,Epicerie Bio,44630.0,44630.0,1,"5.33055445",-3.9564900,"2024-09-26"
216,Informel,Chez Maman Soro,7906.0,316250.0,40,"5.3452256",-3.9732374,"2024-05-31"
217,Formel,Chic Pavillon,31154.0,373845.0,12,"5.3679122",-3.9527406,"2024-05-22"
218,Informel,Maman Georgette,15500.0,31000.0,2,"5.3521513",-3.9771246,"2024-07-16"
219,Informel,Kiosque Mohamed,14653.0,454250.0,31,null,null,"2024-05-20"
220,Informel,Chez Suzanne,6125.0,12250.0,2,null,null,"2024-09-20"
222,,Adjara,17153.0,994900.0,58,null,null,"2024-05-20"
223,Semi-Formel,Alimentation Générale,16750.0,100500.0,6,"5.328333907899102",-3.947495371693202,"2024-05-24"
224,Formel,Coffee shop factory Vallon,12310.0,640105.0,52,"5.3565090",-3.9918924,"2024-05-20"
225,Formel,Ambassade de Belgique,17620.0,140962.5,8,"5.3311174",-3.9900585,"2024-05-24"
229,Informel,N'Deye,18654.0,242500.0,13,"5.3380854",-4.0000062,"2024-07-12"
230,,Chez Nadège,5030.0,25150.0,5,null,null,"2024-09-03"
233,Informel,Les Grillades de Stéphanie,19520.0,195200.0,10,"5.3560456",-3.9771779,"2024-09-07"
235,Semi-Formel,King Dabali,2700.0,5400.0,2,"5.360256",-3.965027,"2024-07-19"
236,Informel,Chez Maman Peggy,6900.0,206990.0,30,null,null,"2024-05-22"
243,Formel,Thesakys,7600.0,15200.0,2,"5.351313",-3.9786924,"2024-05-29"
244,,Shazal,10750.0,21500.0,2,"5.3560016",-3.9775517,"2024-08-28"
249,Informel,Tropigrill,16372.0,523900.0,32,"5.3211195",-4.0029292,"2024-05-24"
250,Formel,Capitol Hôtel,69488.0,972838.7,14,"5.3388975",-3.9775648,"2024-06-05"
251,Formel,Indian Kitchen,32207.0,2029010.0,63,"5.3487548",-3.9526413,"2024-05-21"
252,Formel,Layali,19634.0,942450.0,48,"5.3679122",-3.9895398,"2024-05-25"
253,Semi-Formel,Imisa O,23250.0,93000.0,4,"5.3599756",-4.0082710,"2024-06-10"
256,Semi-Formel,Les Delices de Rachelle 2plateaux,8833.0,53000.0,6,null,null,"2024-08-31"
258,Semi-Formel,Eto'o Food 2 plateaux,7610.0,182650.0,24,"5.366477",-3.999897,"2024-08-16"
260,Informel,Kiosque Bah,15500.0,372000.0,24,"5.339344965423278",-4.003849700567309,"2024-05-22"
263,Informel,ADJOUM SERVICE TRAITEUR,46910.0,844382.5,18,"5.3650635",-4.0008678,"2024-05-25"
264,Formel,Le Palais D'Akwaba,24967.0,74900.0,3,"5.2685863",-3.9622406,"2024-08-17"
271,Semi-Formel,Naf Event,6000.0,12000.0,2,"5.3549554",-3.9608811,"2024-05-22"
272,Informel,Les Grillades de Fatoumata,11875.0,23750.0,2,"5.3560456",-3.9771779,"2024-09-25"
274,Informel,Julianna,1950.0,56550.0,29,null,null,"2024-05-20"
276,Formel,Restaurant Yuka,85188.0,425940.0,5,"5.3703770",-3.9984759,"2024-06-01"
282,Informel,Garba Thérapeutique,13600.0,68000.0,5,"5.3685728",-3.9978956,"2024-08-28"
283,Informel,Adou Francis,12500.0,12500.0,1,"5.3554146",-3.9768088,"2024-06-20"
284,Informel,Larissa Allocodrome cocody,4457.0,347682.0,78,"5.337921",-3.999641,"2024-05-21"
285,Informel,Chez Mme Yeou,12435.0,211400.0,17,"5.32397",-4.00025,"2024-05-22"
286,,Saveur d'Afrique Angré 7eme tranche,55375.0,110750.0,2,"5.38383",-3.987368,"2024-08-09"
306,Informel,Joyce Fast  Food,6380.0,720951.0,113,"5.394851626267429",-3.992104449191769,"2024-05-20"
307,,Chez Fatim,27900.0,27900.0,1,null,null,"2024-09-18"
308,Formel,Chawarma Ivoire,21750.0,43500.0,2,"5.4042980",-3.9912584,"2024-08-27"
313,,Mme betty 22ème,12500.0,12500.0,1,null,null,"2024-05-30"
318,,Mme diallo carrefour garage,14062.0,225000.0,16,null,null,"2024-05-23"
322,Informel,Table 09 bleu marine,12162.0,48650.0,4,null,null,"2024-08-07"
336,Informel,Aïcha Anono,15797.0,537100.0,34,"5.338754",-3.973898,"2024-05-20"
337,Informel,Chez Sonia,9000.0,9000.0,1,"5.339334",-3.97437,"2024-09-20"
343,Formel,Copa D'Ella,17289.0,1417702.5,82,"5.3622579756565765",-3.997740679644424,"2024-05-21"
349,Semi-Formel,Pizza Pique Vite,10583.0,634980.0,60,"5.4035046",-3.9818271,"2024-05-22"
355,Informel,Mme N'Diaye,17915.0,232900.0,13,"5.3974971",-3.9846455,"2024-05-27"
358,Informel,Mr  Bachirou,16500.0,33000.0,2,"5.394299",-3.986295,"2024-08-22"
359,Informel,Rosemonde,11983.0,71900.0,6,"5.396974",-3.992217,"2024-08-20"
361,,Elias,15321.0,597500.0,39,null,null,"2024-05-21"
364,Informel,Chez Evra,2025.0,2025.0,1,"5.3221773",-4.0023607,"2024-07-02"
370,Informel,Amoudou,14750.0,29500.0,2,null,null,"2024-05-21"
371,Informel,Garba Choco,20500.0,20500.0,1,"5.3876028",-3.9857784,"2024-06-06"
374,Formel,Enka Flat Hôtel,10250.0,20500.0,2,"5.3994841",-3.9779995,"2024-08-01"
377,Semi-Formel,Aicha soro,14162.0,849700.0,60,"5.3500398",-3.9699664,"2024-05-21"
379,Formel,Rifat Riviéra 2,19782.0,1048430.0,53,"5.3492681",-3.9761304,"2024-05-21"
382,Informel,Mme Kouassi,10050.0,90450.0,9,"5.342318662424764",-4.000841191566659,"2024-07-24"
383,Informel,porc chez landry,15004.0,585150.0,39,"5.3974971",-3.9846455,"2024-05-21"
386,Formel,Mr Chawarma,23096.0,2886950.0,125,"5.4035614",-3.9853876,"2024-05-20"
387,Formel,Chawarma des paradis,52663.0,5634896.0,107,null,null,"2024-05-20"
388,Informel,Madeleine,13750.0,110000.0,8,null,null,"2024-05-23"
392,Informel,Chez Lys,39597.0,1979854.3,50,"5.370333",-3.9565000,"2024-05-22"
395,Formel,Rifat Zone 4,21698.0,1388690.0,64,"5.308361311781184",-3.986070055987017,"2024-06-01"
397,Informel,N'Deye Astou,27356.0,1367800.0,50,"5.3380854",-4.0000062,"2024-05-25"
400,Informel,Assetou allocodrome mermoz,1000.0,1000.0,1,"5.3381899",-3.9996506,"2024-09-28"
401,Formel,Le Comptoir,16167.0,2279477.5,141,"5.3267786",-4.0023920,"2024-05-21"
403,Informel,Ami riviera 2,3700.0,18500.0,5,null,null,"2024-09-24"
404,Formel,Le Paon,26250.0,52500.0,2,"5.3480882",-3.9532291,"2024-09-20"
405,Informel,Brochette bon pasteur,13700.0,342500.0,25,"5.3508721",-3.9551957,"2024-05-21"
407,Informel,La Grande Merveille,10739.0,322165.0,30,"5.3670846",-4.0082513,"2024-05-21"
412,Informel,Eméline,12278.0,110500.0,9,"5.397884",-3.994991,"2024-06-12"
415,Semi-Formel,SO CAFE,11519.0,311000.0,27,"5.3401562",-3.9736078,"2024-05-21"
417,Semi-Formel,Top 10,46900.0,93800.0,2,null,null,"2024-09-02"
418,Informel,Diabaté,13355.0,253750.0,19,"5.3800961",-3.9966192,"2024-05-25"
424,Informel,Fely Riviera 2,8317.0,49900.0,6,null,null,"2024-06-24"
426,Informel,Maman Ama,13093.0,196400.0,15,"5.3800697",-3.9966017,"2024-05-20"
429,Formel,Casa 60,4400.0,17600.0,4,"5.3662028",-3.9891720,"2024-05-27"
433,Formel,IN'Concept Store,17250.0,1966472.5,114,"5.36469854",-3.9972346,"2024-05-20"
434,Formel,Uncle Sam,19119.0,1720672.0,90,"5.3914975",-3.9925231,"2024-05-21"
435,Formel,Arc-En-Ciel,29004.0,348050.0,12,"5.3653209",-3.9896360,"2024-05-25"
436,Informel,Chez Cécile orange,6950.0,6950.0,1,null,null,"2024-09-12"
437,Informel,Mme Bakayoko,5000.0,5000.0,1,"5.3443329",-3.972687,"2024-09-03"
438,Informel,Mme konan,5000.0,5000.0,1,null,null,"2024-10-03"
439,Formel,L'art de vivre,29552.0,738800.0,25,"5.3969960",-3.9918670,"2024-05-23"
440,Formel,Lana Restaurant,50346.0,3826311.0,76,"5.363569144852129",-3.9654329178631236,"2024-05-21"
443,Formel,Restaurant du Bietry,27553.0,330640.0,12,"5.2770763",-3.9813296,"2024-07-19"
444,Formel,Entrecôte,30009.0,1800520.0,60,"5.3949098",-3.9923172,"2024-05-24"
445,Semi-Formel,les jardins d'akouedo,18113.0,362260.0,20,"5.347385622490035",-3.9432586853892695,"2024-05-21"
448,Informel,Mme Aka Attoban,18715.0,18715.0,1,"05.3635104",-3.9654651,"2024-08-06"
449,Formel,Café des Jardins,44798.0,4972547.0,111,"5.36032",-3.98948,"2024-05-21"
452,Informel,Presi 7ème tranche,11750.0,23500.0,2,null,null,"2024-05-22"
453,Informel,Tropigrill Mahou,14495.0,159450.0,11,null,null,"2024-05-21"
455,Informel,Audrey catherine,6900.0,6900.0,1,null,null,"2024-09-23"
456,Informel,Nicole,16335.0,424700.0,26,null,null,"2024-05-21"
458,Informel,La plage,15500.0,62000.0,4,"5.3214574",-4.0026863,"2024-06-05"
459,Informel,Mariam orange,4000.0,4000.0,1,null,null,"2024-09-24"
461,Formel,Café In,3000.0,3000.0,1,"5.3912191",-3.9921449,"2024-05-23"
462,Informel,Aicha Orange,8000.0,8000.0,1,null,null,"2024-09-25"
